,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,mixing_linear_map_cima,mixing_cima,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,min_neg_elbo,min_neg_elbo_step,mse_sources_mean_decoded_sources,mse_obs_decoded_mean_latents,sigma_0,sigma_1,sigma_2,sigma_3,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,col_norm_sq_3,rhs_0,rhs_1,rhs_2,rhs_3
0,zany-sweep-43,4,1000.0,-30570.1193263086,-24.301719665527344,30594.42104597413,beta,0.1537332534790039,0.6153321074686113,0.1537332534790039,7,0.2683858871459961,0.1537332534790039,-1,-1,0.6244430189384376,1,0.6153321074686113,0.6153321074686113,-30570.119326308602,7,-1,-1,2.6906354833045043e-06,3.320986252219882e-06,3.2820132673805347e-06,4.081614406459266e-06,221.9618202030406,200.61407470157428,288.2230380151632,244.46226812371697,4.505279327252072e-06,4.984695124146006e-06,3.4695352838081975e-06,4.090610823809922e-06
1,deep-sweep-39,4,1.0,11304.498627541658,-8.790401458740234,-11295.708226082916,beta,0.0050029754638671875,0.975538813931531,0.0018014907836914062,5,0.004268646240234375,0.006443023681640625,-1,-1,0.9764148958003714,12,0.9698475763580108,0.9746578833822991,11303.768327172533,14,-1,-1,0.004653260111808777,0.054504938423633575,0.015157853253185749,0.0026764580979943275,248.7550011389103,34.75670875861488,164.13029448900852,286.0015732531647,0.004020019679691095,0.028771423869417376,0.006092720439656361,0.0034964842627449944
2,confused-sweep-38,4,1.0,11304.022605140291,-8.892706871032715,-11295.12989826926,beta,0.0077228546142578125,0.975810930322203,0.0037364959716796875,17,0.004353523254394531,0.0061664581298828125,-1,-1,0.9767816061065848,14,0.9756884376420691,0.975378496624493,11303.843541687238,22,-1,-1,0.004402860067784786,0.008702816441655159,0.05174124985933304,0.0025554250460118055,261.39636752021397,261.1196429546144,35.94524369166743,292.0602168943187,0.0038256078670361373,0.003829662099276888,0.02782009237655587,0.003423951439308311
3,apricot-sweep-37,4,1.0,11303.764772246108,-9.033504486083984,-11294.731267760024,beta,0.009333610534667969,0.977029859257122,0.0036001205444335938,12,0.015943527221679688,0.0049190521240234375,-1,-1,0.978088809903709,19,0.9749016616412455,0.9757746742919367,11303.617797034602,20,-1,-1,0.058093857020139694,0.011493083089590073,0.0026367190293967724,0.0047989413142204285,31.52435632405195,181.35767470470546,255.7561616069288,214.8596477446781,0.031721504151284954,0.005513965712387104,0.003909974225907012,0.004654201058675845
4,sandy-sweep-40,4,100.0,-16935.78288858754,-19.655488967895508,16955.438377555434,beta,0.07245635986328125,0.5921291876968937,0.0706186294555664,25,0.07245635986328125,0.07222938537597656,-1,-1,0.5921291876968937,27,0.5890601171928035,0.5878124938978877,-16940.973328334374,24,-1,-1,3.227570414310321e-05,4.5078897528583184e-05,2.8128702979302034e-05,4.123067992622964e-05,316.0374772051,206.75774445189836,286.19436926866547,216.16144118363536,3.16418169403063e-05,4.8365782024317226e-05,3.494128841721719e-05,4.6261719690815315e-05
5,toasty-sweep-39,4,100.0,-16954.159501928476,-19.382099151611328,16973.541601080087,beta,0.09873771667480467,0.6316602177870709,0.09753131866455078,20,0.10338878631591797,0.10337448120117188,-1,-1,0.6364604416839746,15,0.6352279198184083,0.6353222507048759,-16958.8516991225,23,-1,-1,3.4842560125980526e-05,4.981832898920402e-05,2.381791091465857e-05,3.9094975363695994e-05,226.5561022614711,298.9096376036796,282.1793514029705,167.26696849420932,4.4139177449561174e-05,3.345492664662379e-05,3.543845412600495e-05,5.9784666931093416e-05
6,devoted-sweep-38,4,100.0,-16932.220804064116,-19.68421936035156,16951.905023424468,beta,0.1106853485107422,0.5781264236607169,0.10979080200195312,25,0.11068534851074219,0.10982704162597656,-1,-1,0.5781264236607169,27,0.5759077240010715,0.574809702374107,-16951.475203143273,23,-1,-1,2.3934937416925095e-05,3.555222792783752e-05,3.4040633181575686e-05,3.703255788423121e-05,257.2031926567579,278.85428787122146,180.6095953776321,253.99311494368249,3.887976621404219e-05,3.5861022888836234e-05,5.536804386882795e-05,3.937114595494955e-05
7,hopeful-sweep-37,4,100.0,-16946.169471198235,-19.516624450683594,16965.686095648918,beta,0.041584014892578125,0.7429761463303748,0.03586292266845703,25,0.041584014892578125,0.041584014892578125,-1,-1,0.7429761463303748,27,0.7415482665690485,0.7429761463303748,-16946.169471198235,27,-1,-1,2.6566227461444214e-05,3.6261582863517106e-05,2.9305621865205467e-05,4.5614942791871727e-05,233.47358305707166,208.09779928357693,248.98693218879635,264.53978151176125,4.2831398178163656e-05,4.805432846684218e-05,4.016275035838997e-05,3.7801497917829823e-05
8,fluent-sweep-36,4,100.0,-16940.371364492818,-19.45996856689453,16959.831333059712,beta,0.07515239715576172,0.6525457801726442,0.06542587280273438,6,0.07515239715576172,0.07246780395507812,-1,-1,0.6525457801726442,27,0.6081556337714438,0.6423942878602273,-16941.64259330278,23,-1,-1,5.408063589129597e-05,3.95817551179789e-05,3.1453357223654166e-05,3.098847082583234e-05,296.6564838997183,220.16908296303973,246.12255159392953,235.67711797572792,3.370902219477663e-05,4.5419637786649286e-05,4.063016548153909e-05,4.243093298955687e-05
9,brisk-sweep-35,4,100.0,-16921.150774241876,-19.632707595825195,16940.7834818377,beta,0.11559486389160156,0.664732742372451,0.1070566177368164,26,0.11559486389160156,0.1118621826171875,-1,-1,0.664732742372451,27,0.6643869344048137,0.6629529986949433,-16944.683197645143,24,-1,-1,3.597071918193251e-05,2.9209830245235935e-05,3.586183083825745e-05,5.280022378428839e-05,302.979398253432,299.54397338187846,233.01677072889652,330.5178205117263,3.3005544461591866e-05,3.3384080097152676e-05,4.291536600013441e-05,3.0255554706603826e-05
10,peachy-sweep-33,4,100.0,-16933.949466565304,-19.61202812194824,16953.561494687252,beta,0.08939647674560547,0.6723419442733783,0.08501243591308594,18,0.318084716796875,0.08799934387207031,-1,-1,0.7001417227445761,1,0.6747844055214138,0.6727121983707005,-16955.520576647286,26,-1,-1,5.060525654698722e-05,5.111094287713058e-05,2.9259092116262764e-05,3.1498992029810324e-05,300.0524283051491,187.24953351068052,231.4244099478683,203.85057803707696,3.332750898396377e-05,5.340467243102429e-05,4.321065354451004e-05,4.905553909286031e-05
11,wandering-sweep-32,4,100.0,-16942.02832089045,-19.640968322753903,16961.669289213205,beta,0.04683876037597656,0.6293841551541535,0.034056663513183594,8,0.048007965087890625,0.04683876037597656,-1,-1,0.6296494365249405,26,0.6021506924261176,0.6293841551541535,-16942.02832089045,27,-1,-1,4.144957347307354e-05,4.506654659053311e-05,3.8847458199597895e-05,3.155409649480134e-05,254.80556519774927,189.46502152866742,402.1243952251971,196.64805295357746,3.924561063742548e-05,5.2780190872788244e-05,2.4867926737943405e-05,5.085227059105788e-05
12,hopeful-sweep-31,4,100.0,-16960.063937236024,-19.738502502441406,16979.802439738465,beta,0.05859088897705078,0.6644710209768424,0.05718803405761719,24,0.05859088897705078,0.0640716552734375,-1,-1,0.6644710209768424,27,0.6642215024384797,0.6636812093456997,-16960.350580408285,26,-1,-1,4.0059279854176566e-05,4.1953331674449146e-05,3.200970604666509e-05,4.43782118964009e-05,166.6890270072654,276.3476917728294,181.80748558406776,202.63551388788983,5.999195135720682e-05,3.618629826740316e-05,5.500323580117938e-05,4.93496910197716e-05
13,robust-sweep-30,4,10.0,-2832.7289554146346,-14.102526664733888,2846.8314820793685,beta,0.023092269897460938,0.8412338430220812,0.017594337463378906,23,0.023092269897460938,0.021364212036132812,-1,-1,0.8412338430220812,27,0.8183296375012472,0.8300901933415997,-2834.3796296658766,25,-1,-1,0.0001881027565104887,0.0002690197143238038,0.0010379779851064086,0.0003419393324293196,342.1267219948677,324.0479982985162,172.786248296944,334.469226110672,0.0002922893582147615,0.00030859625896494206,0.0005787497615443547,0.0002989811683509297
14,copper-sweep-29,4,10.0,-2833.0826901387877,-13.829086303710938,2846.911776442498,beta,0.007435798645019531,0.9486358456562493,0.0064220428466796875,25,0.007435798645019531,0.010440826416015625,-1,-1,0.9486358456562491,27,0.9453308131490794,0.9441831146725173,-2836.101924041349,24,-1,-1,0.00062923738732934,0.0017462164396420121,0.00021223696239758283,0.0001799964375095442,278.67627097481454,88.34002096591576,276.03628793658936,310.4181201879546,0.0003588393071652575,0.0011319897698301772,0.0003622712098743041,0.0003221461425623322
15,neat-sweep-27,4,10.0,-2834.6858091899335,-14.070150375366213,2848.7559595652997,beta,0.01983070373535156,0.8613881568974074,0.011892318725585938,18,0.019830703735351562,0.019830703735351562,-1,-1,0.8613881568974074,27,0.8335349202378324,0.8613881568974074,-2834.6858091899335,27,-1,-1,0.0002360266662435606,0.0003192962903995067,0.0009367212187498808,0.0004067120316904038,308.1004258350331,354.8276068291161,158.65269819047535,250.75305539506735,0.0003245694962250498,0.00028182700014139456,0.0006303075909868355,0.0003987987298597325
16,apricot-sweep-28,4,10.0,-2835.3765780532367,-14.049999237060549,2849.4265772902972,beta,0.011962890625,0.9324426380086268,0.010700225830078125,26,0.011962890625,0.010700225830078125,-1,-1,0.9324426380086268,27,0.9298618604744484,0.9298618604744484,-2835.5639105219034,26,-1,-1,0.00021513807587325573,0.0006710476009175181,0.00039228162495419383,0.0011499498505145311,300.6220287291799,240.86194809660446,326.3576134590003,121.13051498820369,0.0003326436203718344,0.00041517558414786294,0.0003064123399485602,0.0008255558065590534
17,hearty-sweep-26,4,10.0,-2834.8277386925984,-14.181955337524414,2849.009694030123,beta,0.022864341735839844,0.766827924179353,0.018080711364746094,13,0.022864341735839844,0.022864341735839844,-1,-1,0.766827924179353,27,0.7139689574520097,0.766827924179353,-2834.8277386925984,27,-1,-1,0.0011372031876817346,0.00039036126690916717,0.000214991596294567,0.0002166152698919177,151.2284039835149,356.13020133687314,327.87320103589445,301.25804551798865,0.0006612514406414074,0.00028079617966859065,0.00030499595479001145,0.0003319413422737247
18,fallen-sweep-25,4,10.0,-2830.859478664982,-14.213964462280272,2845.073443127262,beta,0.00504302978515625,0.8743437579253459,0.00504302978515625,27,0.00504302978515625,0.006878852844238281,-1,-1,0.8743437579253459,27,0.8743437579253459,0.8670306639437327,-2834.9851720260585,25,-1,-1,0.0007019283948466182,0.00019046753004658967,0.0004509987775236368,0.00020905144629068673,169.57984412475435,318.00106570917706,343.9734127588017,278.97788221206065,0.0005896927227178795,0.0003144643549448147,0.00029072014374006635,0.0003584513553801608
19,skilled-sweep-24,4,10.0,-2832.7661600307756,-13.981836318969728,2846.7479963497453,beta,0.007245063781738281,0.915447402965442,0.007245063781738281,27,0.007245063781738281,0.02498340606689453,-1,-1,0.915447402965442,27,0.915447402965442,0.9012037690073771,-2835.3886645654457,19,-1,-1,0.00027471312205307186,0.0008099718252196908,0.00024858626420609653,0.00043536926386877894,283.10703020633446,220.6495916703716,283.1797567927424,359.9968602607405,0.0003532233018979354,0.0004532072742259591,0.00035313258663891505,0.00027778020043722453
20,avid-sweep-23,4,10.0,-2833.493724551846,-14.04033660888672,2847.534061160733,beta,0.03569221496582031,0.8492166876243561,0.03212165832519531,26,0.03569221496582031,0.041194915771484375,-1,-1,0.8492166876243561,27,0.8458051587323294,0.8285428831152126,-2835.2285248422486,22,-1,-1,0.0011470916215330362,0.00027822668198496103,0.0002486797166056931,0.0005727604730054736,133.7309735482595,313.5351730699185,311.8681842237711,216.27530937223582,0.0007477699245486536,0.0003189434825473311,0.0003206482900745277,0.0004623736305834522
21,misunderstood-sweep-22,4,10.0,-2833.160288411101,-14.032977104187012,2847.193265515288,beta,0.027365684509277344,0.8255495709261678,0.016854286193847656,22,0.027365684509277344,0.020311355590820312,-1,-1,0.8255495709261678,27,0.8112284815802258,0.8197380507274932,-2833.8100538203757,25,-1,-1,0.0003817530523519963,0.000368066830560565,0.0009887656196951866,0.00023608811898157,310.21464179737086,239.17528542935997,180.7458607960143,308.8350640505232,0.00032235744715531197,0.00041810339985790397,0.0005532630155932463,0.00032379742989170656
22,skilled-sweep-21,4,10.0,-2835.8149824607062,-13.972382545471191,2849.7873650061774,beta,0.006310462951660156,0.9507423853684436,0.006310462951660156,27,0.006310462951660156,0.011377334594726562,-1,-1,0.9507423853684435,27,0.9507423853684435,0.9442477462538076,-2835.991513753516,24,-1,-1,0.00040441349847242236,0.0001750730734784156,0.0008568103075958788,0.00023634381068404764,385.77655270437026,312.55111762840534,170.71360196398837,276.73440124580884,0.0002592174130308857,0.00031994766410943005,0.0005857764047477292,0.0003613573142689086
23,young-sweep-20,4,1.0,11304.026107005657,-8.731563568115234,-11295.294543437542,beta,0.0066375732421875,0.9745533780901768,0.0055446624755859375,25,0.014629364013671875,0.01263427734375,-1,-1,0.976703023258028,26,0.9746328656749594,0.9734300927201974,11303.445099178518,22,-1,-1,0.05576598271727562,0.004401361104100943,0.002502881223335862,0.011405181139707565,33.844949809573336,239.119508520831,273.2303922915744,185.38616347069274,0.029546505627174587,0.0041820092646806546,0.003659914958994981,0.005394145826627928
24,gallant-sweep-19,4,1.0,11303.66176070462,-8.844029426574707,-11294.817731278046,beta,0.004338264465332031,0.9761496175732564,0.0039806365966796875,17,0.006749153137207031,0.004886627197265625,-1,-1,0.9790097036967372,25,0.9742161748876138,0.9782137988122336,11303.46410695462,24,-1,-1,0.011728256940841675,0.004280636087059975,0.04925405979156494,0.0025403632316738367,194.43421194726488,249.04174122982022,33.38072019192987,271.4731520856767,0.005143127796209154,0.004015391135083584,0.029957412370083022,0.0036836055142734736
25,chocolate-sweep-18,4,1.0,11304.161803897145,-8.857393264770508,-11295.304410632372,beta,0.010007858276367188,0.9750856989663486,0.0028629302978515625,3,0.006609916687011719,0.006398200988769531,-1,-1,0.9778533284755556,15,0.7648249722460025,0.9755948536518014,11303.567436598667,18,-1,-1,0.047071557492017746,0.002344368025660515,0.004410845227539539,0.011600425466895103,40.493011052095426,296.35018864310405,269.2750119220327,206.79408537341806,0.024695619664180348,0.003374386244121156,0.0037136754460140742,0.0048357282472284045
26,lucky-sweep-17,4,1.0,11303.647244796352,-8.836933135986328,-11294.810311660369,beta,0.007961273193359375,0.9758096429252164,0.0034236907958984375,14,0.0065326690673828125,0.010290145874023438,-1,-1,0.9785145734177652,18,0.9718191049178826,0.974669569200385,11303.615275935306,16,-1,-1,0.0023956140503287315,0.014625017531216145,0.004596622660756111,0.051603764295578,304.89805982053804,176.65898046871098,252.5973201394081,36.617470516943285,0.0032797847273564043,0.005660623634002662,0.003958870186936668,0.027309368612375602
27,polar-sweep-16,4,1.0,11303.867051201523,-8.86355972290039,-11295.003491478625,beta,0.010020256042480469,0.9759505551583816,0.0043792724609375,9,0.008732795715332031,0.012844085693359375,-1,-1,0.9782916800597161,22,0.9739326052572448,0.9758122821766354,11303.550449178754,26,-1,-1,0.0025292495265603065,0.013081912882626057,0.004628051072359085,0.05247288942337036,300.1050289115519,173.64559539189577,277.8891569077132,38.08992798576605,0.0033321667538424482,0.005758856121533798,0.0035985571050262295,0.026253659507408184
28,clear-sweep-12,4,1.0,11304.014712025775,-8.734905242919922,-11295.279806782855,beta,0.005820274353027344,0.9717467555955877,0.0038366317749023438,12,0.0038366317749023438,0.005820274353027344,-1,-1,0.9758141453573549,12,0.9758141453573549,0.9717467555955877,11304.014712025775,13,-1,-1,0.0541401281952858,0.004576760344207287,0.008799335919320583,0.0025879826862365007,34.61461395248284,264.47091623688175,247.7696592114089,274.07510820921743,0.028889532073728987,0.0037811341005992444,0.004036006681297294,0.003648634881634862
29,prime-sweep-11,4,1.0,11304.6718219969,-8.90092945098877,-11295.770892545912,beta,0.009345054626464844,0.9677076281809984,0.009345054626464844,13,0.009345054626464844,0.011133193969726562,-1,-1,0.9677076281809984,13,0.9677076281809984,0.9672977377393894,11303.886965967056,12,-1,-1,0.05958402901887894,0.010079500265419483,0.002086204942315817,0.00397922657430172,33.01962097866726,214.76275592763068,339.5795664960897,253.20666681863167,0.030285023581768624,0.004656300836151373,0.002944817941545712,0.003949343090228686
30,iconic-sweep-10,4,0.1,25444.22406897208,-0.004791053012013435,-25444.219277919063,beta,1.662191390991211,0.05579438664038077,1.6232852935791016,12,2.7200260162353516,3.3714046478271484,-1,-1,0.09369368511638575,8,0.04867340452493295,0.04692132304103914,25444.21597142319,11,-1,-1,0.35580140352249146,0.2971283495426178,0.35047322511672974,0.3037428855895996,0.0004130431395444334,3.780341543943924e-05,4.4226920517878576e-05,0.0002219761649501252,24210.546169655583,264526.3631276893,226106.63104969144,45049.88182964082
31,pleasant-sweep-9,4,0.1,25444.222064789938,-0.0005010347813367844,-25444.221563755156,beta,1.7273178100585938,0.05365375843362681,0.1301593780517578,0,0.758397102355957,2.7239580154418945,-1,-1,0.070511139853556,1,0.051223933883281655,0.056725338793126384,25444.21827968969,3,-1,-1,0.6300179958343506,0.5351797938346863,0.5472772717475891,0.508947491645813,0.0015759910299257968,0.002382280598476394,0.0003795000546165245,0.0008883240869330677,6345.213779846726,4197.658330591105,26350.45734078946,11257.152819670717
32,stilted-sweep-7,4,0.1,25444.224663072553,-0.003337178844958544,-25444.221325893708,beta,9.741762161254885,0.08152190103840161,0.20829010009765625,0,9.741762161254883,1.9072799682617188,-1,-1,0.08152190103840161,13,0.036001720054798556,0.07025704245870885,25444.214689329405,8,-1,-1,0.35875043272972107,0.35171082615852356,0.4527025520801544,0.37156903743743896,0.00035788544450743656,0.00023328757606657594,0.0001036189988848921,0.00012571048251295517,27941.901950673517,42865.54890152481,96507.398330578,79547.86108604303
33,generous-sweep-5,4,0.1,25444.222853699885,-0.003940830007195473,-25444.218912869877,beta,2.7563247680664062,0.065763174364273,1.1065673828125,6,2.7563247680664062,4.59095573425293,-1,-1,0.065763174364273,13,0.054298321999402765,0.06381011583903994,25444.22134877184,8,-1,-1,0.3863454759120941,0.39924702048301697,0.39037537574768066,0.3907623589038849,0.0013286273840853458,0.005908193104654791,0.0022591404830851897,0.002969275807075525,7526.5647237010735,1692.5648540704374,4426.46222086354,3367.8245638787994
34,cerulean-sweep-6,4,0.1,25444.22336220139,-0.0023551126942038536,-25444.221007088698,beta,2.051311492919922,0.052453675449769976,0.26123619079589844,0,3.824056625366211,0.979583740234375,-1,-1,0.09154698546722267,5,0.08617868405905015,0.05412295797661448,25444.217128594937,6,-1,-1,0.4206046164035797,0.39899742603302,0.4259617030620575,0.38256630301475525,7.392212553385211e-05,0.00013558467066274952,0.0003472559743756577,0.0001263230895470974,135277.49544242435,73754.65051557185,28797.20073349151,79162.0917114418
